"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Fairfield County","09001","2012-2016","Black or African American Alone","Percent","SNAP Recipients",26.83
"Fairfield County","09001","2012-2016","Black or African American Alone","Percent","Margins of Error",1.49
"Fairfield County","09001","2012-2016","Hispanic or Latino","Number","SNAP Recipients",11837
"Fairfield County","09001","2012-2016","Hispanic or Latino","Number","Margins of Error",716
"Fairfield County","09001","2012-2016","Hispanic or Latino","Percent","SNAP Recipients",24.13
"Fairfield County","09001","2012-2016","Hispanic or Latino","Percent","Margins of Error",1.41
"Fairfield County","09001","2012-2016","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",39
"Fairfield County","09001","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",42
"Fairfield County","09001","2012-2016","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",23.64
"Fairfield County","09001","2012-2016","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",27.97
"Fairfield County","09001","2012-2016","Some Other Race Alone","Number","SNAP Recipients",4318
"Fairfield County","09001","2012-2016","Some Other Race Alone","Number","Margins of Error",447
"Fairfield County","09001","2012-2016","Some Other Race Alone","Percent","SNAP Recipients",25.2
"Fairfield County","09001","2012-2016","Some Other Race Alone","Percent","Margins of Error",2.38
"Fairfield County","09001","2012-2016","Two or More Races","Number","SNAP Recipients",923
"Fairfield County","09001","2012-2016","Two or More Races","Number","Margins of Error",203
"Fairfield County","09001","2012-2016","Two or More Races","Percent","SNAP Recipients",18.93
"Fairfield County","09001","2012-2016","Two or More Races","Percent","Margins of Error",3.75
"Fairfield County","09001","2012-2016","White Alone","Number","SNAP Recipients",15614
"Fairfield County","09001","2012-2016","White Alone","Number","Margins of Error",791
"Fairfield County","09001","2012-2016","White Alone","Percent","Margins of Error",0.3
"Fairfield County","09001","2012-2016","White Alone","Percent","SNAP Recipients",5.98
"Fairfield County","09001","2012-2016","White Alone Not Hispanic or Latino","Number","SNAP Recipients",9396
"Fairfield County","09001","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",566
"Fairfield County","09001","2012-2016","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",4.04
"Fairfield County","09001","2012-2016","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.24
"Fairfield County","09001","2013-2017","All","Number","SNAP Recipients",30680
"Fairfield County","09001","2013-2017","All","Number","Margins of Error",1116.19
"Fairfield County","09001","2013-2017","All","Percent","SNAP Recipients",9.09
"Fairfield County","09001","2013-2017","All","Percent","Margins of Error",0.33
"Fairfield County","09001","2013-2017","American Indian and Alaska Native Alone","Number","SNAP Recipients",220
"Fairfield County","09001","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",98
"Fairfield County","09001","2013-2017","American Indian and Alaska Native Alone","Percent","Margins of Error",10.87
"Fairfield County","09001","2013-2017","American Indian and Alaska Native Alone","Percent","SNAP Recipients",27.36
"Fairfield County","09001","2013-2017","Asian Alone","Number","SNAP Recipients",764
"Fairfield County","09001","2013-2017","Asian Alone","Number","Margins of Error",193
"Fairfield County","09001","2013-2017","Asian Alone","Percent","Margins of Error",1.24
"Fairfield County","09001","2013-2017","Asian Alone","Percent","SNAP Recipients",4.98
"Fairfield County","09001","2013-2017","Black or African American Alone","Number","SNAP Recipients",9161
"Fairfield County","09001","2013-2017","Black or African American Alone","Number","Margins of Error",677
"Fairfield County","09001","2013-2017","Black or African American Alone","Percent","SNAP Recipients",25.76
"Fairfield County","09001","2013-2017","Black or African American Alone","Percent","Margins of Error",1.81
"Fairfield County","09001","2013-2017","Hispanic or Latino","Number","Margins of Error",731
"Fairfield County","09001","2013-2017","Hispanic or Latino","Number","SNAP Recipients",11751
"Fairfield County","09001","2013-2017","Hispanic or Latino","Percent","SNAP Recipients",23.04
"Fairfield County","09001","2013-2017","Hispanic or Latino","Percent","Margins of Error",1.37
"Fairfield County","09001","2013-2017","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",14
"Fairfield County","09001","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",21
"Fairfield County","09001","2013-2017","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",14.77
"Fairfield County","09001","2013-2017","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",9.09
"Fairfield County","09001","2013-2017","Some Other Race Alone","Number","Margins of Error",495
"Fairfield County","09001","2013-2017","Some Other Race Alone","Number","SNAP Recipients",4387
"Fairfield County","09001","2013-2017","Some Other Race Alone","Percent","SNAP Recipients",24.62
"Fairfield County","09001","2013-2017","Some Other Race Alone","Percent","Margins of Error",2.51
"Fairfield County","09001","2013-2017","Two or More Races","Number","SNAP Recipients",892
"Fairfield County","09001","2013-2017","Two or More Races","Number","Margins of Error",199
"Fairfield County","09001","2013-2017","Two or More Races","Percent","SNAP Recipients",17.35
"Fairfield County","09001","2013-2017","Two or More Races","Percent","Margins of Error",3.53
"Fairfield County","09001","2013-2017","White Alone","Number","SNAP Recipients",15242
"Fairfield County","09001","2013-2017","White Alone","Number","Margins of Error",675
"Fairfield County","09001","2013-2017","White Alone","Percent","Margins of Error",0.25
"Fairfield County","09001","2013-2017","White Alone","Percent","SNAP Recipients",5.8
"Fairfield County","09001","2013-2017","White Alone Not Hispanic or Latino","Number","SNAP Recipients",9042
"Fairfield County","09001","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",568
"Fairfield County","09001","2013-2017","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",3.88
"Fairfield County","09001","2013-2017","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.24
"Fairfield County","09001","2014-2018","All","Number","SNAP Recipients",30180
"Fairfield County","09001","2014-2018","All","Number","Margins of Error",1086.1
"Fairfield County","09001","2014-2018","All","Percent","SNAP Recipients",8.86
"Fairfield County","09001","2014-2018","All","Percent","Margins of Error",0.31
"Fairfield County","09001","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",85
"Fairfield County","09001","2014-2018","American Indian and Alaska Native Alone","Number","SNAP Recipients",200
"Fairfield County","09001","2014-2018","American Indian and Alaska Native Alone","Percent","SNAP Recipients",23.84
"Fairfield County","09001","2014-2018","American Indian and Alaska Native Alone","Percent","Margins of Error",9.01
"Fairfield County","09001","2014-2018","Asian Alone","Number","SNAP Recipients",786
"Fairfield County","09001","2014-2018","Asian Alone","Number","Margins of Error",187
"Fairfield County","09001","2014-2018","Asian Alone","Percent","SNAP Recipients",5.02
"Fairfield County","09001","2014-2018","Asian Alone","Percent","Margins of Error",1.19
"Fairfield County","09001","2014-2018","Black or African American Alone","Number","SNAP Recipients",8304
"Fairfield County","09001","2014-2018","Black or African American Alone","Number","Margins of Error",553
"Fairfield County","09001","2014-2018","Black or African American Alone","Percent","SNAP Recipients",23.17
"Fairfield County","09001","2014-2018","Black or African American Alone","Percent","Margins of Error",1.44
"Fairfield County","09001","2014-2018","Hispanic or Latino","Number","Margins of Error",599
"Fairfield County","09001","2014-2018","Hispanic or Latino","Number","SNAP Recipients",12113
"Fairfield County","09001","2014-2018","Hispanic or Latino","Percent","SNAP Recipients",23.07
"Fairfield County","09001","2014-2018","Hispanic or Latino","Percent","Margins of Error",1.08
"Fairfield County","09001","2014-2018","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",29
"Fairfield County","09001","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",43
"Fairfield County","09001","2014-2018","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",16.96
"Fairfield County","09001","2014-2018","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",27.03
"Fairfield County","09001","2014-2018","Some Other Race Alone","Number","SNAP Recipients",4667
"Fairfield County","09001","2014-2018","Some Other Race Alone","Number","Margins of Error",453
"Fairfield County","09001","2014-2018","Some Other Race Alone","Percent","SNAP Recipients",25.37
"Fairfield County","09001","2014-2018","Some Other Race Alone","Percent","Margins of Error",2.22
"Fairfield County","09001","2014-2018","Two or More Races","Number","SNAP Recipients",1084
"Fairfield County","09001","2014-2018","Two or More Races","Number","Margins of Error",243
"Fairfield County","09001","2014-2018","Two or More Races","Percent","SNAP Recipients",20.19
"Fairfield County","09001","2014-2018","Two or More Races","Percent","Margins of Error",4.13
"Fairfield County","09001","2014-2018","White Alone","Number","SNAP Recipients",15110
"Fairfield County","09001","2014-2018","White Alone","Number","Margins of Error",752
"Fairfield County","09001","2014-2018","White Alone","Percent","SNAP Recipients",5.72
"Fairfield County","09001","2014-2018","White Alone","Percent","Margins of Error",0.28
"Fairfield County","09001","2014-2018","White Alone Not Hispanic or Latino","Number","SNAP Recipients",8743
"Fairfield County","09001","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",553
"Fairfield County","09001","2014-2018","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",3.75
"Fairfield County","09001","2014-2018","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.24
"Hartford County","09003","2006-2010","All","Number","SNAP Recipients",32405
"Hartford County","09003","2006-2010","All","Number","Margins of Error",1119.72
"Hartford County","09003","2006-2010","All","Percent","SNAP Recipients",9.32
"Hartford County","09003","2006-2010","All","Percent","Margins of Error",0.32
"Hartford County","09003","2006-2010","American Indian and Alaska Native Alone","Number","SNAP Recipients",185
"Hartford County","09003","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",100
"Hartford County","09003","2006-2010","American Indian and Alaska Native Alone","Percent","SNAP Recipients",26.89
"Hartford County","09003","2006-2010","American Indian and Alaska Native Alone","Percent","Margins of Error",13.08
"Hartford County","09003","2006-2010","Asian Alone","Number","SNAP Recipients",556
"Hartford County","09003","2006-2010","Asian Alone","Number","Margins of Error",158
"Hartford County","09003","2006-2010","Asian Alone","Percent","SNAP Recipients",4.86
"Hartford County","09003","2006-2010","Asian Alone","Percent","Margins of Error",1.37
"Hartford County","09003","2006-2010","Black or African American Alone","Number","SNAP Recipients",8107
"Hartford County","09003","2006-2010","Black or African American Alone","Number","Margins of Error",584
"Hartford County","09003","2006-2010","Black or African American Alone","Percent","SNAP Recipients",20.26
"Hartford County","09003","2006-2010","Black or African American Alone","Percent","Margins of Error",1.39
"Hartford County","09003","2006-2010","Hispanic or Latino","Number","SNAP Recipients",13720
"Hartford County","09003","2006-2010","Hispanic or Latino","Number","Margins of Error",727
"Hartford County","09003","2006-2010","Hispanic or Latino","Percent","SNAP Recipients",33.88
"Hartford County","09003","2006-2010","Hispanic or Latino","Percent","Margins of Error",1.68
"Hartford County","09003","2006-2010","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",0
"Hartford County","09003","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",123
"Hartford County","09003","2006-2010","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",0
"Hartford County","09003","2006-2010","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",201.64
"Hartford County","09003","2006-2010","Some Other Race Alone","Number","Margins of Error",543
"Hartford County","09003","2006-2010","Some Other Race Alone","Number","SNAP Recipients",7514
"Hartford County","09003","2006-2010","Some Other Race Alone","Percent","SNAP Recipients",37.07
"Hartford County","09003","2006-2010","Some Other Race Alone","Percent","Margins of Error",1.94
"Hartford County","09003","2006-2010","Two or More Races","Number","SNAP Recipients",1170
"Hartford County","09003","2006-2010","Two or More Races","Number","Margins of Error",266
"Hartford County","09003","2006-2010","Two or More Races","Percent","SNAP Recipients",24.55
"Hartford County","09003","2006-2010","Two or More Races","Percent","Margins of Error",4.87
"Hartford County","09003","2006-2010","White Alone","Number","SNAP Recipients",14873
"Hartford County","09003","2006-2010","White Alone","Number","Margins of Error",705
"Hartford County","09003","2006-2010","White Alone","Percent","SNAP Recipients",5.5
"Hartford County","09003","2006-2010","White Alone","Percent","Margins of Error",0.26
"Hartford County","09003","2006-2010","White Alone Not Hispanic or Latino","Number","SNAP Recipients",9841
"Hartford County","09003","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",603
"Hartford County","09003","2006-2010","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",3.89
"Hartford County","09003","2006-2010","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.24
"Hartford County","09003","2007-2011","All","Number","SNAP Recipients",36445
"Hartford County","09003","2007-2011","All","Number","Margins of Error",1309.78
"Hartford County","09003","2007-2011","All","Percent","SNAP Recipients",10.46
"Hartford County","09003","2007-2011","All","Percent","Margins of Error",0.37
"Hartford County","09003","2007-2011","American Indian and Alaska Native Alone","Number","SNAP Recipients",246
"Hartford County","09003","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",105
"Hartford County","09003","2007-2011","American Indian and Alaska Native Alone","Percent","SNAP Recipients",31.91
"Hartford County","09003","2007-2011","American Indian and Alaska Native Alone","Percent","Margins of Error",11.23
"Hartford County","09003","2007-2011","Asian Alone","Number","SNAP Recipients",825
"Hartford County","09003","2007-2011","Asian Alone","Number","Margins of Error",178
"Hartford County","09003","2007-2011","Asian Alone","Percent","SNAP Recipients",6.91
"Hartford County","09003","2007-2011","Asian Alone","Percent","Margins of Error",1.47
"Hartford County","09003","2007-2011","Black or African American Alone","Number","SNAP Recipients",9485
"Hartford County","09003","2007-2011","Black or African American Alone","Number","Margins of Error",627
"Hartford County","09003","2007-2011","Black or African American Alone","Percent","SNAP Recipients",23
"Hartford County","09003","2007-2011","Black or African American Alone","Percent","Margins of Error",1.46
"Hartford County","09003","2007-2011","Hispanic or Latino","Number","SNAP Recipients",15413
"Hartford County","09003","2007-2011","Hispanic or Latino","Number","Margins of Error",938
"Hartford County","09003","2007-2011","Hispanic or Latino","Percent","SNAP Recipients",36.95
"Hartford County","09003","2007-2011","Hispanic or Latino","Percent","Margins of Error",2.13
"Hartford County","09003","2007-2011","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",20
"Hartford County","09003","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",33
"Hartford County","09003","2007-2011","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",29.97
"Hartford County","09003","2007-2011","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",16.95
"Hartford County","09003","2007-2011","Some Other Race Alone","Number","Margins of Error",655
"Hartford County","09003","2007-2011","Some Other Race Alone","Number","SNAP Recipients",7883
"Hartford County","09003","2007-2011","Some Other Race Alone","Percent","SNAP Recipients",39.96
"Hartford County","09003","2007-2011","Some Other Race Alone","Percent","Margins of Error",2.84
"Hartford County","09003","2007-2011","Two or More Races","Number","SNAP Recipients",1428
"Hartford County","09003","2007-2011","Two or More Races","Number","Margins of Error",261
"Hartford County","09003","2007-2011","Two or More Races","Percent","SNAP Recipients",27.33
"Hartford County","09003","2007-2011","Two or More Races","Percent","Margins of Error",4.39
"Hartford County","09003","2007-2011","White Alone","Number","SNAP Recipients",16558
"Hartford County","09003","2007-2011","White Alone","Number","Margins of Error",884
"Hartford County","09003","2007-2011","White Alone","Percent","SNAP Recipients",6.15
"Hartford County","09003","2007-2011","White Alone","Percent","Margins of Error",0.33
"Hartford County","09003","2007-2011","White Alone Not Hispanic or Latino","Number","SNAP Recipients",10735
"Hartford County","09003","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",732
"Hartford County","09003","2007-2011","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",4.28
"Hartford County","09003","2007-2011","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.29
"Hartford County","09003","2008-2012","All","Number","SNAP Recipients",41171
"Hartford County","09003","2008-2012","All","Number","Margins of Error",1289.8
"Hartford County","09003","2008-2012","All","Percent","SNAP Recipients",11.79
"Hartford County","09003","2008-2012","All","Percent","Margins of Error",0.36
"Hartford County","09003","2008-2012","American Indian and Alaska Native Alone","Number","SNAP Recipients",295
"Hartford County","09003","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",115
"Hartford County","09003","2008-2012","American Indian and Alaska Native Alone","Percent","SNAP Recipients",34.22
"Hartford County","09003","2008-2012","American Indian and Alaska Native Alone","Percent","Margins of Error",11.48
"Hartford County","09003","2008-2012","Asian Alone","Number","SNAP Recipients",839
"Hartford County","09003","2008-2012","Asian Alone","Number","Margins of Error",200
"Hartford County","09003","2008-2012","Asian Alone","Percent","SNAP Recipients",6.85
"Hartford County","09003","2008-2012","Asian Alone","Percent","Margins of Error",1.62
"Hartford County","09003","2008-2012","Black or African American Alone","Number","SNAP Recipients",10521
"Hartford County","09003","2008-2012","Black or African American Alone","Number","Margins of Error",679
"Hartford County","09003","2008-2012","Black or African American Alone","Percent","SNAP Recipients",25.07
"Hartford County","09003","2008-2012","Black or African American Alone","Percent","Margins of Error",1.57
"Hartford County","09003","2008-2012","Hispanic or Latino","Number","SNAP Recipients",17321
"Hartford County","09003","2008-2012","Hispanic or Latino","Number","Margins of Error",722
"Hartford County","09003","2008-2012","Hispanic or Latino","Percent","SNAP Recipients",39.97
"Hartford County","09003","2008-2012","Hispanic or Latino","Percent","Margins of Error",1.51
"Hartford County","09003","2008-2012","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",21
"Hartford County","09003","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",34
"Hartford County","09003","2008-2012","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",13.12
"Hartford County","09003","2008-2012","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",22.06
"Hartford County","09003","2008-2012","Some Other Race Alone","Number","SNAP Recipients",7780
"Hartford County","09003","2008-2012","Some Other Race Alone","Number","Margins of Error",560
"Hartford County","09003","2008-2012","Some Other Race Alone","Percent","SNAP Recipients",44.05
"Hartford County","09003","2008-2012","Some Other Race Alone","Percent","Margins of Error",2.52
"Hartford County","09003","2008-2012","Two or More Races","Number","SNAP Recipients",1608
"Hartford County","09003","2008-2012","Two or More Races","Number","Margins of Error",238
"Hartford County","09003","2008-2012","Two or More Races","Percent","SNAP Recipients",28.52
"Hartford County","09003","2008-2012","Two or More Races","Percent","Margins of Error",3.48
"Hartford County","09003","2008-2012","White Alone","Number","SNAP Recipients",20107
"Hartford County","09003","2008-2012","White Alone","Number","Margins of Error",882
"Hartford County","09003","2008-2012","White Alone","Percent","SNAP Recipients",7.43
"Hartford County","09003","2008-2012","White Alone","Percent","Margins of Error",0.32
"Hartford County","09003","2008-2012","White Alone Not Hispanic or Latino","Number","SNAP Recipients",12405
"Hartford County","09003","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",764
"Hartford County","09003","2008-2012","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",4.98
"Hartford County","09003","2008-2012","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.31
"Hartford County","09003","2009-2013","All","Number","SNAP Recipients",45234
"Hartford County","09003","2009-2013","All","Number","Margins of Error",1413.22
"Hartford County","09003","2009-2013","All","Percent","SNAP Recipients",13
"Hartford County","09003","2009-2013","All","Percent","Margins of Error",0.4
"Hartford County","09003","2009-2013","American Indian and Alaska Native Alone","Number","SNAP Recipients",224
"Hartford County","09003","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",95
"Hartford County","09003","2009-2013","American Indian and Alaska Native Alone","Percent","SNAP Recipients",29.71
"Hartford County","09003","2009-2013","American Indian and Alaska Native Alone","Percent","Margins of Error",10.77
"Hartford County","09003","2009-2013","Asian Alone","Number","SNAP Recipients",910
"Hartford County","09003","2009-2013","Asian Alone","Number","Margins of Error",217
"Hartford County","09003","2009-2013","Asian Alone","Percent","SNAP Recipients",7.06
"Hartford County","09003","2009-2013","Asian Alone","Percent","Margins of Error",1.67
"Hartford County","09003","2009-2013","Black or African American Alone","Number","SNAP Recipients",11385
"Hartford County","09003","2009-2013","Black or African American Alone","Number","Margins of Error",732
"Hartford County","09003","2009-2013","Black or African American Alone","Percent","SNAP Recipients",27.04
"Hartford County","09003","2009-2013","Black or African American Alone","Percent","Margins of Error",1.67
"Hartford County","09003","2009-2013","Hispanic or Latino","Number","SNAP Recipients",18347
"Hartford County","09003","2009-2013","Hispanic or Latino","Number","Margins of Error",820
"Hartford County","09003","2009-2013","Hispanic or Latino","Percent","SNAP Recipients",41.56
"Hartford County","09003","2009-2013","Hispanic or Latino","Percent","Margins of Error",1.71
"Hartford County","09003","2009-2013","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",17
"Hartford County","09003","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",27
"Hartford County","09003","2009-2013","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",14.41
"Hartford County","09003","2009-2013","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",23.75
"Hartford County","09003","2009-2013","Some Other Race Alone","Number","SNAP Recipients",7803
"Hartford County","09003","2009-2013","Some Other Race Alone","Number","Margins of Error",593
"Hartford County","09003","2009-2013","Some Other Race Alone","Percent","SNAP Recipients",45.05
"Hartford County","09003","2009-2013","Some Other Race Alone","Percent","Margins of Error",2.73
"Hartford County","09003","2009-2013","Two or More Races","Number","SNAP Recipients",1905
"Hartford County","09003","2009-2013","Two or More Races","Number","Margins of Error",277
"Hartford County","09003","2009-2013","Two or More Races","Percent","SNAP Recipients",31.43
"Hartford County","09003","2009-2013","Two or More Races","Percent","Margins of Error",3.92
"Hartford County","09003","2009-2013","White Alone","Number","SNAP Recipients",22990
"Hartford County","09003","2009-2013","White Alone","Number","Margins of Error",988
"Hartford County","09003","2009-2013","White Alone","Percent","SNAP Recipients",8.56
"Hartford County","09003","2009-2013","White Alone","Percent","Margins of Error",0.37
"Hartford County","09003","2009-2013","White Alone Not Hispanic or Latino","Number","SNAP Recipients",14406
"Hartford County","09003","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",731
"Hartford County","09003","2009-2013","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",5.86
"Hartford County","09003","2009-2013","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.3
"Hartford County","09003","2010-2014","All","Number","SNAP Recipients",48832
"Hartford County","09003","2010-2014","All","Number","Margins of Error",1550.37
"Hartford County","09003","2010-2014","All","Percent","SNAP Recipients",14.02
"Hartford County","09003","2010-2014","All","Percent","Margins of Error",0.44
"Hartford County","09003","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",133
"Hartford County","09003","2010-2014","American Indian and Alaska Native Alone","Number","SNAP Recipients",298
"Hartford County","09003","2010-2014","American Indian and Alaska Native Alone","Percent","Margins of Error",14.13
"Hartford County","09003","2010-2014","American Indian and Alaska Native Alone","Percent","SNAP Recipients",38.75
"Hartford County","09003","2010-2014","Asian Alone","Number","SNAP Recipients",1058
"Hartford County","09003","2010-2014","Asian Alone","Number","Margins of Error",220
"Hartford County","09003","2010-2014","Asian Alone","Percent","SNAP Recipients",7.74
"Hartford County","09003","2010-2014","Asian Alone","Percent","Margins of Error",1.59
"Hartford County","09003","2010-2014","Black or African American Alone","Number","Margins of Error",680
"Hartford County","09003","2010-2014","Black or African American Alone","Number","SNAP Recipients",11871
"Hartford County","09003","2010-2014","Black or African American Alone","Percent","SNAP Recipients",28.39
"Hartford County","09003","2010-2014","Black or African American Alone","Percent","Margins of Error",1.55
"Hartford County","09003","2010-2014","Hispanic or Latino","Number","SNAP Recipients",20038
"Hartford County","09003","2010-2014","Hispanic or Latino","Number","Margins of Error",889
"Hartford County","09003","2010-2014","Hispanic or Latino","Percent","SNAP Recipients",44.11
"Hartford County","09003","2010-2014","Hispanic or Latino","Percent","Margins of Error",1.77
"Hartford County","09003","2010-2014","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",46
"Hartford County","09003","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",44
"Hartford County","09003","2010-2014","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",29.3
"Hartford County","09003","2010-2014","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",30.18
"Hartford County","09003","2010-2014","Some Other Race Alone","Number","SNAP Recipients",7686
"Hartford County","09003","2010-2014","Some Other Race Alone","Number","Margins of Error",683
"Hartford County","09003","2010-2014","Some Other Race Alone","Percent","Margins of Error",3.33
"Hartford County","09003","2010-2014","Some Other Race Alone","Percent","SNAP Recipients",46.64
"Hartford County","09003","2010-2014","Two or More Races","Number","SNAP Recipients",2137
"Hartford County","09003","2010-2014","Two or More Races","Number","Margins of Error",354
"Hartford County","09003","2010-2014","Two or More Races","Percent","SNAP Recipients",31.97
"Hartford County","09003","2010-2014","Two or More Races","Percent","Margins of Error",4.49
"Hartford County","09003","2010-2014","White Alone","Number","SNAP Recipients",25736
"Hartford County","09003","2010-2014","White Alone","Number","Margins of Error",1132
"Hartford County","09003","2010-2014","White Alone","Percent","SNAP Recipients",9.58
"Hartford County","09003","2010-2014","White Alone","Percent","Margins of Error",0.42
"Hartford County","09003","2010-2014","White Alone Not Hispanic or Latino","Number","SNAP Recipients",15368
"Hartford County","09003","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",849
"Hartford County","09003","2010-2014","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.35
"Hartford County","09003","2010-2014","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",6.3
"Hartford County","09003","2011-2015","All","Number","SNAP Recipients",50139
"Hartford County","09003","2011-2015","All","Number","Margins of Error",1359.09
"Hartford County","09003","2011-2015","All","Percent","SNAP Recipients",14.48
"Hartford County","09003","2011-2015","All","Percent","Margins of Error",0.38
"Hartford County","09003","2011-2015","American Indian and Alaska Native Alone","Number","SNAP Recipients",400
"Hartford County","09003","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",153
"Hartford County","09003","2011-2015","American Indian and Alaska Native Alone","Percent","Margins of Error",13.06
"Hartford County","09003","2011-2015","American Indian and Alaska Native Alone","Percent","SNAP Recipients",40.36
"Hartford County","09003","2011-2015","Asian Alone","Number","SNAP Recipients",1086
"Hartford County","09003","2011-2015","Asian Alone","Number","Margins of Error",200
"Hartford County","09003","2011-2015","Asian Alone","Percent","SNAP Recipients",7.75
"Hartford County","09003","2011-2015","Asian Alone","Percent","Margins of Error",1.41
"Hartford County","09003","2011-2015","Black or African American Alone","Number","Margins of Error",727
"Hartford County","09003","2011-2015","Black or African American Alone","Number","SNAP Recipients",12375
"Hartford County","09003","2011-2015","Black or African American Alone","Percent","SNAP Recipients",29.16
"Hartford County","09003","2011-2015","Black or African American Alone","Percent","Margins of Error",1.58
"Hartford County","09003","2011-2015","Hispanic or Latino","Number","SNAP Recipients",20672
"Hartford County","09003","2011-2015","Hispanic or Latino","Number","Margins of Error",757
"Hartford County","09003","2011-2015","Hispanic or Latino","Percent","SNAP Recipients",44.26
"Hartford County","09003","2011-2015","Hispanic or Latino","Percent","Margins of Error",1.39
"Hartford County","09003","2011-2015","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",54
"Hartford County","09003","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",48
"Hartford County","09003","2011-2015","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",34.39
"Hartford County","09003","2011-2015","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",33.28
"Hartford County","09003","2011-2015","Some Other Race Alone","Number","SNAP Recipients",7556
"Hartford County","09003","2011-2015","Some Other Race Alone","Number","Margins of Error",503
"Hartford County","09003","2011-2015","Some Other Race Alone","Percent","SNAP Recipients",46.75
"Hartford County","09003","2011-2015","Some Other Race Alone","Percent","Margins of Error",2.09
"Hartford County","09003","2011-2015","Two or More Races","Number","SNAP Recipients",2045
"Hartford County","09003","2011-2015","Two or More Races","Number","Margins of Error",341
"Hartford County","09003","2011-2015","Two or More Races","Percent","Margins of Error",4.47
"Hartford County","09003","2011-2015","Two or More Races","Percent","SNAP Recipients",31.26
"Hartford County","09003","2011-2015","White Alone","Number","SNAP Recipients",26623
