"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",0
"Windham County","09015","2013-2017","Some Other Race Alone","Number","Margins of Error",195
"Windham County","09015","2013-2017","Some Other Race Alone","Number","SNAP Recipients",564
"Windham County","09015","2013-2017","Some Other Race Alone","Percent","SNAP Recipients",53.87
"Windham County","09015","2013-2017","Some Other Race Alone","Percent","Margins of Error",14.79
"Windham County","09015","2013-2017","Two or More Races","Number","SNAP Recipients",329
"Windham County","09015","2013-2017","Two or More Races","Number","Margins of Error",122
"Windham County","09015","2013-2017","Two or More Races","Percent","SNAP Recipients",28.73
"Windham County","09015","2013-2017","Two or More Races","Percent","Margins of Error",9.57
"Windham County","09015","2013-2017","White Alone","Number","SNAP Recipients",5808
"Windham County","09015","2013-2017","White Alone","Number","Margins of Error",449
"Windham County","09015","2013-2017","White Alone","Percent","SNAP Recipients",14.21
"Windham County","09015","2013-2017","White Alone","Percent","Margins of Error",1.08
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",428
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Number","SNAP Recipients",4778
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",12.3
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Percent","Margins of Error",1.09
