"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Windham County","09015","2015-2019","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",241.67
"Windham County","09015","2015-2019","Some Other Race Alone","Number","Margins of Error",137
"Windham County","09015","2015-2019","Some Other Race Alone","Number","SNAP Recipients",314
"Windham County","09015","2015-2019","Some Other Race Alone","Percent","SNAP Recipients",29.13
"Windham County","09015","2015-2019","Some Other Race Alone","Percent","Margins of Error",11.04
"Windham County","09015","2015-2019","Two or More Races","Number","SNAP Recipients",367
"Windham County","09015","2015-2019","Two or More Races","Number","Margins of Error",148
"Windham County","09015","2015-2019","Two or More Races","Percent","SNAP Recipients",31.94
"Windham County","09015","2015-2019","Two or More Races","Percent","Margins of Error",11.32
"Windham County","09015","2015-2019","White Alone","Number","SNAP Recipients",5441
"Windham County","09015","2015-2019","White Alone","Number","Margins of Error",464
"Windham County","09015","2015-2019","White Alone","Percent","SNAP Recipients",13.2
"Windham County","09015","2015-2019","White Alone","Percent","Margins of Error",1.11
"Windham County","09015","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",431
"Windham County","09015","2015-2019","White Alone Not Hispanic or Latino","Number","SNAP Recipients",4339
"Windham County","09015","2015-2019","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",11.16
"Windham County","09015","2015-2019","White Alone Not Hispanic or Latino","Percent","Margins of Error",1.1
